ts	imei	mwra	p.android.gm	p.android.externalstorage	p.android.chrome	p.system	p.android.settings	p.android.packageinstaller	p.android.documentsui	p.google	p.notifier	p.olauncher	p.android.defcontainer	p.android.vending	p.process.gapps	p.simulator	p.dogalize	p.android.gms	p.browser.provider	p.gms.persistent	p.katana	p.inputmethod.latin
2018-05-08 11:50:00	8630330696303481537	1.00000	9.02899	12.34815	9.20632	9.45233	11.70497	11.93732	12.60765	0.00306	46.34235	33.94588	48.66289	92.54206	77.39993	90.19087	48.59429	47.94917	14.26032	0.71013	42.29058	57.33439
2018-05-08 11:51:00	8630330696303481107	1.00000	13.17838	8.20374	14.50341	11.37495	10.22057	8.06360	8.03120	0.00491	33.43301	40.16184	55.17518	40.01529	27.85126	96.29648	13.19628	56.17085	20.04829	30.85937	3.05794	0.98755
2018-05-08 11:52:00	8630330696303481255	1.00000	14.72367	5.85973	12.57387	6.18557	8.80317	11.91128	16.47058	0.00821	40.26108	63.66417	30.04707	72.50660	28.93396	58.03812	31.60462	61.09429	25.80814	80.15504	47.08830	92.17572
2018-05-08 11:53:00	3590433799317662006	0.00000	10.83845	12.42991	11.47067	13.89973	11.43356	11.15103	11.35277	0.00060	36.70226	44.26405	57.30443	12.95709	24.13424	2.23029	83.12726	54.73988	87.02165	96.75774	91.16018	73.40315
2018-05-08 11:54:00	3590433799317661503	1.00000	10.07915	12.32588	10.05573	11.82477	11.00521	5.72382	9.50319	0.00097	42.71468	63.23383	42.92709	81.00136	48.27140	86.99116	26.39063	44.33475	27.00797	20.70649	20.59199	79.85525
2018-05-08 11:55:00	359043379931766668	1.00000	7.59128	14.32013	9.59935	6.33601	13.30116	6.95376	14.50292	0.07930	52.30481	32.25542	50.14352	92.66064	20.57585	77.31400	32.86607	59.00974	82.57192	72.46252	16.02556	31.63684
2018-05-08 11:56:00	863033069630348081	1.00000	10.97235	9.85998	7.25568	7.68647	14.53562	10.43350	12.30663	0.03151	56.39784	46.95004	61.96111	18.29854	33.12693	10.35819	40.13655	34.41790	43.27843	44.41387	10.23831	56.77978
2018-05-08 11:57:00	863033069630348099	1.00000	16.01717	10.19651	14.85743	8.80956	9.87272	10.22360	8.01996	0.00994	50.54132	35.58362	38.83316	18.08393	33.92684	76.00441	89.32244	37.25531	24.34886	40.46592	21.79439	20.62267
2018-05-08 11:58:00	3590433799317661941	1.00000	11.04338	10.98321	9.77655	7.90177	9.07163	9.62147	15.20349	0.00010	57.35745	34.74750	37.80871	31.08230	96.04710	45.30055	46.01672	1.36286	28.39655	56.70603	41.37557	3.81592
2018-05-08 11:59:00	3590433799317661289	0.00000	6.43575	10.89307	6.75392	14.90315	14.13945	10.56787	10.85243	0.01106	37.25806	26.53490	50.49902	31.64750	96.63995	15.47482	56.06522	19.77069	12.64442	33.60674	45.56255	51.90317
2018-05-08 12:00:00	8630330696303481388	1.00000	14.35445	8.91589	13.88392	9.18375	7.91456	7.90344	13.33688	0.00009	41.80344	47.71867	45.81683	34.52624	3.04948	26.66811	1.09097	25.55610	30.08446	29.63412	25.11503	42.03126
2018-05-08 12:01:00	8630330696303481982	1.00000	10.09678	9.40811	12.05373	12.91391	7.41447	9.40028	6.29728	0.00061	31.39440	30.68277	48.85563	45.68065	40.50910	68.59607	16.09116	29.88168	86.40476	57.55203	99.31258	44.38314
2018-05-08 12:02:00	359043379931766882	0.00000	11.79349	9.89367	8.81892	14.08001	10.09475	12.73266	9.17353	0.00035	48.76874	33.79871	43.34375	73.52846	5.03314	41.39376	12.70553	81.22794	47.89438	44.83315	9.44513	67.99819
2018-05-08 12:03:00	863033069630348412	0.00000	10.43383	13.88898	13.39731	10.53100	10.98360	10.45599	14.60014	0.00011	57.80613	62.45613	77.21207	46.19664	5.03469	96.20693	75.24789	7.09577	88.73637	78.31829	15.96897	54.07047
2018-05-08 12:04:00	3590433799317661305	1.00000	9.23656	11.92463	10.83151	10.40677	11.01533	10.15946	10.20433	0.00121	45.16999	41.12098	56.22754	24.70538	84.61814	69.47370	63.94789	50.78157	48.68393	31.61941	5.04683	22.62642
2018-05-08 12:05:00	3590433799317662360	0.00000	10.58382	7.45015	11.17577	10.84082	8.44475	10.82993	13.36412	0.00454	51.35770	36.76615	59.64758	12.43674	80.23194	15.45916	81.58828	81.35351	76.36906	49.29053	92.41127	31.42618
2018-05-08 12:06:00	8630330696303482394	1.00000	8.77993	10.97181	8.25818	12.01162	14.85607	9.57436	15.58560	0.00346	51.73719	40.77047	38.71799	70.63091	49.91769	1.71411	54.35411	71.12580	98.12861	71.76834	3.56596	83.82303
2018-05-08 12:07:00	863033069630348586	1.00000	8.44207	14.71589	7.79068	8.98809	10.63441	12.01807	13.52961	0.18268	39.98727	46.18690	42.00446	60.62416	1.83885	34.02190	52.58416	9.62980	41.23199	85.75367	70.73841	94.52767
2018-05-08 12:08:00	3590433799317661081	1.00000	10.51613	10.14845	11.11867	11.53731	13.25723	8.14662	11.18429	0.00015	48.31187	54.15623	29.40414	66.33304	26.62003	53.37691	18.14108	40.92900	56.91280	51.07989	89.49281	64.25973
2018-05-08 12:09:00	8630330696303481347	1.00000	8.56210	14.29458	10.05745	12.45230	12.09019	10.19657	12.47499	0.01254	38.74969	42.60190	36.32660	48.32057	82.17154	29.02015	10.18956	30.05121	5.44914	12.67304	29.61916	8.72006
2018-05-08 12:10:00	3590433799317662428	1.00000	14.29182	9.84459	13.28427	10.47388	8.87563	7.51503	13.94051	0.00005	78.07827	58.19483	55.89238	8.50552	36.49180	20.00786	51.04032	61.37678	99.28044	76.18706	12.94653	78.15508
2018-05-08 12:11:00	863033069630348495	1.00000	10.54650	11.17833	13.01176	10.57341	10.70570	9.57571	10.49219	0.00091	65.96846	52.55265	64.54454	46.72414	41.08016	95.49529	30.60323	71.87892	73.64800	29.64784	18.73362	34.40763
2018-05-08 12:12:00	8630330696303481560	1.00000	7.94986	10.51872	8.28508	11.19424	12.32035	8.02178	10.63624	0.00365	37.89130	28.96071	44.89639	94.01350	67.33138	7.14236	88.83409	77.06799	63.53402	88.20561	2.70050	88.37186
2018-05-08 12:13:00	8630330696303481446	0.00000	7.48803	11.17446	16.28681	8.97837	14.98807	9.42457	10.87267	0.00039	64.68167	30.70781	20.80555	28.92412	77.56413	66.46837	38.08217	69.43328	36.89962	99.07750	82.92616	69.99606
2018-05-08 12:14:00	8630330696303481990	0.00000	10.10011	11.45810	10.56931	12.27101	10.91906	12.19994	12.42233	0.00006	50.91901	40.20126	65.57464	8.95161	99.91985	72.63133	20.38987	14.14359	78.97842	23.10094	66.35349	14.00816
2018-05-08 12:15:00	359043379931766734	0.00000	5.84294	8.45832	11.71193	6.39825	15.61337	5.18992	10.75132	0.05451	69.53574	59.05117	45.75847	59.96916	6.58985	52.37378	31.29462	41.34227	2.17931	67.86708	91.84940	7.23654
2018-05-08 12:16:00	8630330696303481529	1.00000	6.12646	12.83368	11.56367	7.57523	13.99849	7.60715	12.63185	0.01234	54.50494	60.55129	41.98711	97.41455	10.66780	14.03659	27.03057	47.93385	98.32498	18.92286	98.10279	27.88817
2018-05-08 12:17:00	8630330696303481859	0.00000	9.62122	10.98086	8.84761	11.56038	11.03954	12.22547	12.50998	0.00008	18.84784	54.16990	40.48892	50.06582	46.46535	6.34996	84.81580	52.39984	33.99049	57.68405	26.34367	41.21337
2018-05-08 12:18:00	3590433799317662105	1.00000	13.96906	8.11665	13.13085	8.35450	8.13513	10.94376	16.01859	0.00019	47.70345	40.55007	61.69758	57.82747	90.56335	38.90275	99.42304	18.69136	11.68246	64.25156	7.80126	84.36796
2018-05-08 12:19:00	8630330696303481057	1.00000	10.16342	12.15365	10.19365	15.97416	12.31653	9.47843	9.05262	0.00552	52.55946	46.80547	53.41480	89.37919	12.11414	83.22207	53.22016	81.28956	9.40522	47.48835	95.30569	61.16796
2018-05-08 12:20:00	863033069630348701	1.00000	10.79853	16.04786	8.28151	9.78635	14.46632	9.68785	13.96214	0.00300	53.15333	36.18563	61.38362	34.82606	58.10905	98.60112	20.39117	17.48535	97.03999	59.31267	97.53013	7.77545
2018-05-08 12:21:00	359043379931766262	0.00000	8.81473	15.05339	13.17057	12.91958	14.47884	9.65595	12.64899	0.00231	53.24172	53.95796	42.12776	92.21349	80.95299	27.96815	58.98697	14.73394	56.72734	94.24208	75.27503	95.61756
2018-05-08 12:22:00	3590433799317661446	1.00000	6.60328	9.56057	10.28664	9.45447	12.97770	6.04526	13.29068	0.01530	68.56859	69.37519	38.66067	96.43424	26.42435	97.06693	49.84388	30.22690	45.42545	80.31758	33.52915	15.52823
2018-05-08 12:23:00	863033069630348271	0.00000	11.78410	13.77193	14.14341	9.27784	13.70197	15.01254	14.83144	0.00453	51.49581	60.42796	49.32631	49.45669	50.67226	33.34606	6.74460	66.39724	80.64447	17.96913	84.54054	73.02582
2018-05-08 12:24:00	8630330696303481693	0.00000	8.99300	13.47195	13.28869	8.72547	14.20214	12.75809	11.75594	0.00402	42.01216	53.93292	25.42595	93.49097	50.31871	28.19407	63.64273	97.30910	19.57550	96.99130	7.62176	62.56005
2018-05-08 12:25:00	863033069630348784	1.00000	9.71442	11.29719	9.88992	8.40311	11.72013	9.58460	13.38447	0.00327	59.06801	43.05388	39.82176	67.71781	23.47322	33.71496	2.40989	24.24290	36.79145	93.85265	51.26280	83.28883
2018-05-08 12:26:00	359043379931766981	1.00000	13.14507	14.42189	9.95088	14.76166	8.11315	8.07124	10.77715	0.00011	61.20238	37.40968	49.80380	58.24925	34.50486	45.94828	10.57744	46.83642	80.20989	30.79462	45.76613	58.63518
2018-05-08 12:27:00	3590433799317662295	1.00000	8.46007	17.32065	10.76036	9.49300	14.64127	11.35608	17.20955	0.01480	61.34707	47.93460	48.77947	3.28238	86.61488	33.33743	84.89942	72.37545	65.09916	45.52247	20.81048	18.82577
2018-05-08 12:28:00	3590433799317661206	1.00000	9.44846	14.02081	8.54769	8.52480	14.96569	8.94788	12.41453	0.00929	43.20532	25.03952	50.83235	62.45731	83.34942	70.91842	33.84562	33.43141	74.25490	43.62512	77.21849	30.52306
2018-05-08 12:29:00	359043379931766981	1.00000	15.92673	9.56794	15.59734	9.46775	9.77151	6.64317	12.32679	0.00009	64.33835	55.15531	62.77893	8.32756	12.08671	9.98545	87.42234	68.04399	58.73054	91.78662	34.33391	45.78142
2018-05-08 12:30:00	359043379931766429	0.00000	8.72640	12.12000	13.14787	8.18693	13.47462	10.49694	10.91120	0.00034	62.16011	47.34537	47.23728	4.96063	37.72243	13.68727	63.50261	77.97023	8.02690	74.43415	84.21288	27.15228
2018-05-08 12:31:00	863033069630348982	1.00000	11.73897	13.48404	11.75792	10.81628	15.53194	12.99259	14.26402	0.00063	62.04361	63.40738	41.33132	49.48098	80.32027	75.26622	4.67803	20.90032	32.65606	51.08294	13.52502	32.46538
2018-05-08 12:32:00	8630330696303481248	0.00000	6.55513	7.42427	4.92440	16.00404	10.99115	16.72248	10.03294	0.00009	71.97158	49.35701	63.59687	68.75762	71.55302	34.60830	52.81608	80.65749	59.36422	13.84669	74.23378	55.75642
2018-05-08 12:33:00	3590433799317661081	1.00000	10.67111	16.07706	8.76058	8.64948	13.75734	7.76240	14.23319	0.00127	46.61553	49.08048	38.17828	20.10205	87.72220	51.75873	2.47105	40.25445	92.44382	35.78327	44.68698	22.76563
2018-05-08 12:34:00	8630330696303482360	0.00000	10.38806	8.87109	13.90740	10.27905	14.43281	10.16708	9.97210	0.00132	52.30086	57.51284	48.77855	2.44796	83.23979	38.89445	13.58867	83.24921	43.33234	78.02181	13.15847	59.46325
2018-05-08 12:35:00	359043379931766858	0.00000	10.57738	11.91872	15.04061	8.57122	12.60620	13.46267	12.12490	0.00975	51.67941	48.27565	20.98560	29.71916	24.56302	74.64600	39.68670	0.36114	38.26572	86.41070	79.07847	55.47815
2018-05-08 12:36:00	8630330696303482394	1.00000	8.10067	12.12662	10.46796	7.06248	15.71660	8.62378	13.69287	0.02320	57.72906	49.50787	42.75149	3.18037	18.30196	18.24530	7.73889	5.06533	82.82958	46.66704	61.69238	24.63608
2018-05-08 12:37:00	3590433799317662204	1.00000	8.52424	14.33079	10.16708	4.81630	15.04210	4.95615	13.58755	0.13181	41.10746	40.09391	56.12788	90.72174	38.99300	13.33349	8.72236	44.54217	57.05377	86.31143	69.54286	39.44164
2018-05-08 12:38:00	8630330696303481362	1.00000	8.74465	12.09869	10.57875	7.84936	12.81152	6.23288	12.10641	0.08049	43.86683	52.43821	48.53101	9.72927	64.31206	34.64409	46.55270	74.32249	58.83241	18.69098	95.19276	10.90874
2018-05-08 12:39:00	3590433799317661925	0.00000	11.24525	5.07755	11.53753	7.64135	9.21956	9.90373	13.58266	0.00768	61.61924	52.59504	55.28484	23.98417	82.80094	36.62258	45.92758	26.61846	1.05589	95.25311	29.58187	5.49550
2018-05-08 12:40:00	863033069630348636	1.00000	7.47428	11.64154	9.11300	8.48555	13.36394	9.13267	13.00717	0.02487	34.39347	37.82220	57.21298	25.28343	31.77987	9.77796	91.89624	34.40679	11.05212	84.54751	80.57069	45.67354
2018-05-08 12:41:00	3590433799317661412	0.00000	9.20359	10.71545	11.82310	8.30811	16.30382	7.26735	13.65725	0.00120	34.36717	37.32290	47.98653	45.04728	75.34100	29.00057	78.42254	56.84078	24.77166	18.56642	94.43222	8.49710
2018-05-08 12:42:00	3590433799317661800	0.00000	8.61547	14.16884	7.98983	14.10406	12.65729	14.90632	12.70826	0.00085	60.26388	28.73183	61.24505	31.47701	67.06567	70.49120	48.84158	95.69947	62.87171	7.18049	84.20962	89.39659
2018-05-08 12:43:00	863033069630348545	1.00000	12.36781	7.94936	12.33210	6.96317	10.94892	8.19433	14.94573	0.00075	64.92887	44.57075	52.43795	65.82762	57.21458	93.87095	84.02348	65.21462	15.84662	17.67595	13.96165	24.56337
2018-05-08 12:44:00	8630330696303481719	1.00000	6.96897	8.67958	9.80666	7.73805	10.24807	8.18362	9.78208	0.06201	59.99141	47.92984	49.05933	81.65352	86.82139	71.02430	24.06379	40.21746	54.22816	97.18711	18.63956	66.05425
2018-05-08 12:45:00	8630330696303481321	0.00000	9.62525	10.95895	15.26283	5.41260	14.62972	7.84920	11.32958	0.00014	50.44286	79.66450	43.63041	67.00626	56.80960	0.99544	97.61383	54.10386	67.28659	92.49797	33.33088	97.16093
2018-05-08 12:46:00	3590433799317661966	1.00000	5.47146	14.31055	6.71220	15.36743	12.41698	12.29326	12.21256	0.00798	47.56779	39.68167	50.11968	55.72243	78.15415	49.19369	59.45715	23.46065	88.62086	39.91520	24.25963	74.24650
2018-05-08 12:47:00	863033069630348388	0.00000	14.68286	7.05229	13.56968	8.42028	10.29741	9.01259	14.19210	0.00495	49.38843	38.67807	49.45556	0.96621	96.73172	63.65951	93.71969	43.57217	92.13565	81.66864	88.78893	84.21427
2018-05-08 12:48:00	863033069630348412	0.00000	7.28758	13.24452	8.33425	15.67530	11.40052	10.44206	11.55825	0.00241	53.52659	39.18404	49.54583	91.06379	33.01540	86.47158	95.69388	45.48130	19.46904	45.76867	47.66660	65.50745
2018-05-08 12:49:00	3590433799317662006	1.00000	11.77986	12.89127	7.56245	13.48903	8.49616	18.13192	11.93761	0.00010	56.45469	52.31417	60.21261	74.82983	32.60959	9.17917	70.78799	13.75847	93.82178	68.51832	37.53769	66.50719
2018-05-08 12:50:00	3590433799317661032	0.00000	7.52330	14.37456	12.65055	8.53155	10.99966	14.68050	13.72181	0.17810	50.62597	56.81561	53.53288	14.87119	61.08019	21.43643	21.52584	7.25021	23.05818	40.03499	41.35634	73.26652
2018-05-08 12:51:00	8630330696303481610	1.00000	11.08103	10.92572	9.90334	9.57504	12.30264	7.69202	8.79343	0.00331	31.62355	64.94469	50.03646	51.16016	49.79059	91.43845	22.65221	23.01654	41.53025	43.44780	27.24349	3.83301
2018-05-08 12:52:00	3590433799317661909	0.00000	11.68550	13.36534	14.94251	8.89753	14.03258	12.04698	12.08277	0.00328	37.28692	26.11771	55.38659	50.18320	2.69860	85.26834	79.69894	93.31755	37.23863	83.07106	7.90954	77.48590
2018-05-08 12:53:00	359043379931766387	0.00000	8.57809	12.23265	11.33970	9.02717	13.62219	11.64901	16.24576	0.02007	65.09176	43.71494	43.90502	76.90257	42.42086	1.91593	73.65768	94.52075	56.51399	86.15845	33.50037	88.25642
2018-05-08 12:54:00	3590433799317662022	1.00000	17.89701	10.73623	14.30572	8.97839	8.99457	4.14639	15.58279	0.00005	42.86950	55.68873	55.63852	44.77186	92.65091	36.12903	35.31494	39.15009	30.00744	41.54286	60.25981	62.07217
2018-05-08 12:55:00	359043379931766585	0.00000	9.91973	10.32114	8.13247	13.16447	15.41181	13.27129	11.92692	0.00037	39.98992	71.82908	36.43131	83.18624	81.71405	90.61582	2.68805	20.95777	37.43623	45.99997	34.05952	92.46073
2018-05-08 12:56:00	8630330696303481867	1.00000	13.16287	13.66958	11.56860	10.16623	9.91646	9.37164	15.67448	0.00010	50.36340	41.70340	55.27773	26.62538	25.68333	95.57546	11.52702	70.33923	9.74088	51.66399	6.16361	79.52068
2018-05-08 12:57:00	3590433799317662220	0.00000	9.49519	9.49675	14.91112	7.55649	14.22684	12.66504	9.10977	0.00035	21.39769	27.47456	73.85573	76.58600	47.97541	36.60017	40.90360	91.52219	10.03825	37.61150	38.65133	24.91315
2018-05-08 12:58:00	8630330696303481164	0.00000	9.52961	15.65391	11.63208	10.86555	13.95474	12.39169	15.82770	0.00107	52.78803	53.96062	55.91804	77.32526	27.34351	7.55520	76.89697	29.60527	96.46878	69.80091	26.53766	22.61679
2018-05-08 12:59:00	359043379931766221	0.00000	11.53768	13.57277	13.27918	7.82761	13.50719	15.11732	13.34710	0.02474	53.30685	37.39250	71.27836	0.47401	50.57113	15.01892	37.79033	25.15419	95.19640	56.79720	97.59239	65.93163
2018-05-08 13:00:00	3590433799317661628	1.00000	16.54169	8.06104	14.46676	6.52932	8.03617	9.48374	14.94360	0.00010	55.53985	45.55135	59.94503	26.89350	73.21214	84.13157	29.31616	89.78436	30.94261	9.10982	77.70203	86.67953
2018-05-08 13:01:00	863033069630348727	1.00000	9.90788	12.07308	9.20568	9.60817	12.86785	8.79173	13.89168	0.00200	55.95578	41.93575	50.14346	20.94096	18.00125	64.86172	60.27825	98.39837	52.25478	93.55675	21.27965	27.71451
2018-05-08 13:02:00	8630330696303482246	1.00000	13.36753	6.57975	12.48410	9.18591	6.78612	8.42889	16.17605	0.00004	44.02858	37.16475	50.37411	59.18966	17.54263	64.45694	93.77733	82.80442	90.61590	77.82395	90.84371	9.09961
2018-05-08 13:03:00	863033069630348636	0.00000	8.63932	10.21475	12.83379	10.77802	13.28449	13.11318	12.21711	0.06061	34.26382	43.49146	48.45962	10.15517	92.05807	0.28750	96.79365	99.87575	12.60399	42.31789	62.10867	26.00649
2018-05-08 13:04:00	863033069630348172	1.00000	12.02187	8.90822	11.82180	8.14588	11.21315	11.06644	13.00759	0.21267	41.79796	27.41625	71.01638	8.23994	10.05760	63.59397	25.85297	65.64726	55.67362	49.22902	85.23364	58.80022
2018-05-08 13:05:00	863033069630348636	1.00000	10.87151	7.36312	12.63601	7.88960	8.41999	8.89281	12.08401	0.00017	49.23508	35.89007	62.70425	90.11743	57.82938	50.63281	7.67781	78.62528	32.38929	55.42822	92.41391	61.87297
2018-05-08 13:06:00	359043379931766197	1.00000	10.42623	13.36093	9.42648	7.34547	14.61144	9.59924	13.00739	0.04479	37.04941	40.14834	54.20202	45.31510	72.92747	28.25977	86.33574	91.54419	21.13099	90.40681	51.52804	46.80344
2018-05-08 13:07:00	863033069630348917	0.00000	11.24491	14.70447	11.61962	9.15474	11.90180	13.76855	13.62802	0.22144	38.62289	29.06251	21.09413	58.57819	0.01944	94.81507	89.87776	6.82580	28.79607	67.84459	27.56560	2.29582
2018-05-08 13:08:00	863033069630348636	1.00000	7.90906	11.06003	10.00100	9.60203	9.62422	10.13550	12.70970	0.00082	71.04902	29.88963	59.22218	79.53430	13.76689	59.14896	13.76992	66.31124	94.77416	74.34394	90.99309	20.41475
2018-05-08 13:09:00	8630330696303481271	0.00000	9.75918	9.96502	7.39155	13.28864	12.04810	14.81234	11.16098	0.00005	46.43600	35.19361	63.58653	26.82617	61.09619	15.83857	24.97370	94.64567	98.78182	43.51288	41.71645	81.24088
2018-05-08 13:10:00	863033069630348446	1.00000	6.72999	11.04261	12.62280	10.84913	13.03750	5.35920	12.43042	0.00167	52.82429	26.76566	29.38041	31.64279	73.72436	38.02238	64.77625	65.73897	63.40435	58.48442	29.25074	42.64785
2018-05-08 13:11:00	3590433799317662089	1.00000	10.60636	16.03338	11.24970	6.27471	12.03809	8.20328	14.28176	0.01469	57.73114	10.20006	47.50134	50.01272	85.29662	72.39877	79.78512	11.72525	97.87664	64.51525	41.87030	42.60551
2018-05-08 13:12:00	8630330696303481289	1.00000	10.10651	9.28156	10.51296	10.60805	7.65894	11.04946	14.59313	0.00115	59.95189	37.00026	57.50498	0.20446	50.23574	12.80296	89.32769	24.04798	47.47812	8.17290	94.54594	63.71701
2018-05-08 13:13:00	3590433799317662204	0.00000	10.41870	12.67033	8.91435	13.06393	12.70340	12.68088	11.68268	0.00056	56.90861	40.36046	51.53083	36.15024	21.44425	57.47698	58.91189	15.08078	6.71112	64.12547	18.76263	21.66202
2018-05-08 13:14:00	863033069630348495	1.00000	10.22852	13.42815	6.69555	11.60031	12.48609	12.31972	14.79980	0.00491	54.21261	76.37614	43.58665	67.87112	8.45964	89.90558	16.65906	35.25875	13.75110	11.75173	68.17461	20.75097
2018-05-08 13:15:00	863033069630348602	0.00000	14.54887	7.87409	13.64035	7.38721	11.43080	6.65399	13.66575	0.00090	51.81379	34.07500	64.12390	10.93667	73.33463	80.47555	42.05775	36.12377	67.23740	81.03937	46.88663	99.24520
2018-05-08 13:16:00	863033069630348909	1.00000	11.54879	7.40457	13.32266	8.70937	8.74967	10.92073	13.89634	0.00062	44.96575	45.47993	41.44444	88.39219	53.31020	26.49811	31.14298	44.41768	11.83328	23.12934	3.00671	52.86174
2018-05-08 13:17:00	8630330696303481099	0.00000	9.60410	17.30131	11.50363	11.87930	15.53609	12.64853	15.54771	0.00788	41.81860	38.50177	70.31538	6.62991	77.51041	25.66572	54.20345	50.22200	18.13972	57.87376	45.84511	5.28217
2018-05-08 13:18:00	359043379931766213	0.00000	10.75534	13.74988	10.01628	4.36842	11.40555	13.21341	13.65874	0.05405	43.53254	47.70015	50.32241	1.34995	83.25840	30.27350	66.33308	27.58427	94.03416	16.56328	97.32831	57.38024
2018-05-08 13:19:00	863033069630348107	1.00000	13.00133	9.31405	14.19465	8.94048	9.40225	9.33621	14.36981	0.00064	47.93795	27.11935	76.01952	11.92483	54.62102	6.43617	7.79585	16.74532	95.83365	3.94536	23.37065	61.93616
2018-05-08 13:20:00	3590433799317661768	1.00000	8.97070	12.49969	10.56977	7.54965	14.34254	5.85397	13.92498	0.00733	36.34657	51.59173	69.94075	95.51281	68.08767	27.98723	35.61079	56.22821	29.99405	48.25316	75.50851	72.86096
2018-05-08 13:21:00	3590433799317662162	1.00000	13.40568	7.02535	14.34531	7.88170	9.38936	9.30926	11.05732	0.00657	64.06881	48.66302	49.44821	26.21709	38.18847	8.15065	83.32746	14.67891	71.23814	66.77914	32.14840	89.15151
2018-05-08 13:22:00	3590433799317661180	1.00000	11.92655	15.13297	9.33532	8.56411	13.28391	11.73535	15.03879	0.00110	39.08714	42.50143	44.96479	68.72491	4.97225	54.46190	63.72999	37.71427	27.92870	1.47584	73.01241	72.02358
2018-05-08 13:23:00	8630330696303481453	1.00000	12.87825	7.44057	13.72968	8.62287	9.60321	9.27830	12.51450	0.03649	55.27123	45.02395	58.14677	9.78845	65.25285	8.05338	6.81710	27.30069	78.83237	38.63794	11.54998	76.44606
2018-05-08 13:24:00	3590433799317661172	1.00000	11.06470	14.05835	6.31469	9.04968	10.65539	11.50227	16.08545	0.02248	36.42791	44.71642	40.78716	28.01455	51.73228	49.65444	40.13957	40.80890	80.39761	9.48316	89.65033	24.57133
2018-05-08 13:25:00	863033069630348388	0.00000	14.53582	6.04195	11.77480	7.90115	9.83410	5.28854	12.53706	0.00058	50.22597	34.88869	28.68191	13.80360	18.28173	98.58748	94.49754	34.14074	33.51496	93.93186	15.14770	76.48345
2018-05-08 13:26:00	863033069630348990	1.00000	8.59976	9.21147	9.40381	8.65810	7.11235	13.84132	12.49754	0.02022	36.28541	48.54389	63.68849	87.58229	53.70636	45.38152	73.25683	14.10234	75.73165	3.64338	99.36538	41.47945
2018-05-08 13:27:00	863033069630348396	1.00000	13.09530	9.53952	13.61196	7.62702	12.00672	6.48846	14.02075	0.00041	58.57882	56.18376	39.73200	23.61941	10.58289	94.34838	22.27265	71.14100	4.77322	36.81169	92.76003	20.34759
2018-05-08 13:28:00	359043379931766007	0.00000	4.93617	11.74470	4.88769	14.88884	12.76135	14.04274	12.71205	0.00102	41.25113	35.30140	57.85856	47.78580	64.86583	97.38128	14.99101	48.94319	50.32956	68.04922	72.12303	81.69146
2018-05-08 13:29:00	3590433799317662097	1.00000	8.00580	14.53737	10.05711	7.39607	12.79700	9.98092	11.81238	0.04558	53.07409	46.31575	54.75564	73.16847	56.50602	90.77773	13.32702	87.50827	64.63028	49.89641	30.98744	66.25061
2018-05-08 13:30:00	3590433799317661883	0.00000	10.93129	11.96802	7.49733	11.26863	11.57027	8.63199	10.37993	0.00862	41.53494	48.14998	30.62148	65.58196	21.17007	5.44201	90.81164	79.66203	4.26740	65.78549	0.59922	73.35797
2018-05-08 13:31:00	863033069630348248	1.00000	7.43521	11.11790	13.38123	11.64487	12.42831	6.02170	15.09328	0.00082	60.91526	36.30677	54.87668	55.45664	2.43677	18.38819	43.72642	24.16537	25.03848	25.53779	83.14272	73.54503
2018-05-08 13:32:00	8630330696303481164	1.00000	6.55375	9.06785	9.95522	10.14290	13.53068	8.18960	13.25867	0.00877	24.94105	28.17278	70.82524	87.25310	28.37166	54.79661	6.67980	16.38718	9.20972	58.71900	68.79630	10.14493
2018-05-08 13:33:00	359043379931766106	0.00000	10.22898	10.39811	16.60081	9.61007	16.46331	13.19514	11.35821	0.01166	37.76756	51.52093	40.92811	57.90175	63.32123	35.64787	94.16675	52.69601	94.87174	22.35203	85.73859	32.55675
2018-05-08 13:34:00	8630330696303481198	1.00000	17.71992	4.83198	13.38178	8.09429	8.13739	7.02114	14.34232	0.00019	32.60247	33.23359	39.43953	70.45708	2.14781	11.90628	31.67790	93.70948	99.17887	11.30297	15.90526	12.67924
2018-05-08 13:35:00	359043379931766296	1.00000	14.17236	10.17653	14.15115	7.79208	9.69116	8.32290	12.73080	0.00028	41.58052	49.23944	43.62516	49.56717	96.46639	24.20577	23.34170	23.82858	51.17968	99.60111	93.76670	20.98760
2018-05-08 13:36:00	8630330696303481107	1.00000	9.33986	14.57532	6.62447	6.40501	14.28662	14.09119	16.54812	0.45886	53.47440	29.60787	47.57183	15.60966	92.49229	56.94341	43.76332	64.76008	29.01063	3.99847	36.15008	17.06254
2018-05-08 13:37:00	8630330696303481081	1.00000	8.21862	14.00470	11.66833	6.69708	13.48419	7.18413	15.61704	0.03480	49.91791	16.86833	35.40003	17.30722	16.32246	71.52010	19.67491	54.11930	43.98595	95.15384	40.09595	26.29884
2018-05-08 13:38:00	8630330696303481552	1.00000	8.51092	14.65556	8.13729	8.66725	12.71427	10.44988	13.67142	0.51202	55.90391	50.38477	75.29024	51.83233	33.91893	7.83503	71.39814	10.60682	27.56291	43.53768	12.60584	48.77617
2018-05-08 13:39:00	359043379931766676	0.00000	9.52762	12.57234	11.90119	10.77998	15.69835	13.75195	14.82499	0.00015	61.58518	40.18245	62.86642	76.42859	42.97185	95.81824	47.19295	89.65674	18.00061	85.15957	24.65702	50.50932
