latitude	longitude	store_name	code	location	imei
48.28259	9.72749	Ehingen	DE	Europe/Berlin	863033069630348354
43.1122	12.38878	Perugia	IT	Europe/Rome	8630330696303481479
8.56697	123.33471	Dipolog	PH	Asia/Manila	8630330696303481586
40.92298	14.30935	Afragola	IT	Europe/Rome	8630330696303481883
9.535	-13.68778	Camayenne	GN	Africa/Conakry	8630330696303481222
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	863033069630348859
3.51667	11.5	Mbalmayo	CM	Africa/Douala	3590433799317661537
38.96372	-76.99081	Chillum	US	America/New_York	8630330696303482469
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	3590433799317662428
43.78956	7.60872	Ventimiglia	IT	Europe/Rome	8630330696303481321
53.59782	34.33825	Dyat‚Äôkovo	RU	Europe/Moscow	3590433799317661636
35.89972	14.51472	Valletta	MT	Europe/Malta	3590433799317662246
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	8630330696303482204
-4.26613	15.28318	Brazzaville	CG	Africa/Brazzaville	8630330696303481784
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	8630330696303482063
31.12406	-97.90308	Copperas Cove	US	America/Chicago	863033069630348461
-32.05251	115.88782	Willetton	AU	Australia/Perth	3590433799317661537
34.09668	-117.71978	Claremont	US	America/Los_Angeles	8630330696303481354
-16.25	-69.08333	Yunguyo	PE	America/Lima	8630330696303482261
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	8630330696303481065
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	359043379931766866
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	3590433799317662295
-11.78333	19.91667	Luena	AO	Africa/Luanda	863033069630348461
52.61131	13.31783	Hermsdorf	DE	Europe/Berlin	3590433799317661933
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	8630330696303481743
44.98901	38.94324	Yablonovskiy	RU	Europe/Moscow	863033069630348123
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	8630330696303481446
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	359043379931766379
34.5624	38.28402	Tadmur	SY	Asia/Damascus	3590433799317661487
42.8334	-80.38297	Norfolk County	CA	America/Toronto	8630330696303482402
39.32011	-76.51552	Rosedale	US	America/New_York	8630330696303481586
18.87813	72.93924	Uran	IN	Asia/Kolkata	8630330696303481040
59.37722	28.19028	Narva	EE	Europe/Tallinn	8630330696303482212
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	8630330696303482485
39.00622	-77.4286	Sterling	US	America/New_York	863033069630348891
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	8630330696303482451
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	3590433799317662220
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	3590433799317662378
35.21222	2.31889	Ksar Chellala	DZ	Africa/Algiers	8630330696303482139
-3.74912	-73.25383	Iquitos	PE	America/Lima	3590433799317661826
45.50369	11.412	Montecchio Maggiore-Alte Ceccato	IT	Europe/Rome	8630330696303481503
40.92298	14.30935	Afragola	IT	Europe/Rome	8630330696303482485
53.49389	-1.29243	Mexborough	GB	Europe/London	863033069630348149
14.67751	-60.94228	Le Robert	MQ	America/Martinique	8630330696303481719
53.53395	33.72798	Zhukovka	RU	Europe/Moscow	359043379931766346
51.21187	4.25633	Beveren	BE	Europe/Brussels	8630330696303482196
31.28092	74.85849	Patti	IN	Asia/Kolkata	359043379931766759
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	3590433799317661800
52.66277	-2.01111	Great Wyrley	GB	Europe/London	3590433799317661156
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	863033069630348594
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	3590433799317661677
42.97086	-82.42491	Port Huron	US	America/Detroit	863033069630348594
42.8334	-80.38297	Norfolk County	CA	America/Toronto	3590433799317661610
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	359043379931766791
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	8630330696303481651
48.90472	2.2469	La Garenne-Colombes	FR	Europe/Paris	3590433799317661453
28.98002	77.70636	Meerut	IN	Asia/Kolkata	863033069630348297
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	8630330696303481131
45.44694	8.62118	Novara	IT	Europe/Rome	359043379931766668
51.04962	12.1369	Zeitz	DE	Europe/Berlin	863033069630348669
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	8630330696303481552
14.0823	98.19151	Dawei	MM	Asia/Yangon	3590433799317661974
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	359043379931766502
51.42708	-0.91979	Lower Earley	GB	Europe/London	3590433799317662444
-26.93366	29.24152	Standerton	ZA	Africa/Johannesburg	863033069630348594
38.96667	-0.18333	Gandia	ES	Europe/Madrid	359043379931766205
41.84364	-87.71255	South Lawndale	US	America/Chicago	863033069630348602
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	3590433799317662097
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	863033069630348164
55.8736	85.4265	Yashkino	RU	Asia/Novokuznetsk	3590433799317662477
55.82885	-4.21376	Rutherglen	GB	Europe/London	3590433799317661131
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	8630330696303481685
10.20898	123.758	Naga	PH	Asia/Manila	8630330696303481511
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	8630330696303481230
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	8630330696303481966
23.18	88.58	Aistala	IN	Asia/Kolkata	863033069630348107
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	359043379931766387
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	863033069630348362
44.31771	9.32241	Chiavari	IT	Europe/Rome	3590433799317662386
53.83333	-2.98333	Poulton-le-Fylde	GB	Europe/London	359043379931766528
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	3590433799317662006
39.45621	-77.96389	Martinsburg	US	America/New_York	3590433799317661990
41.66394	-83.55521	Toledo	US	America/New_York	863033069630348701
47.38093	-122.23484	Kent	US	America/Los_Angeles	359043379931766320
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	8630330696303481503
57.97472	33.2525	Valday	RU	Europe/Moscow	3590433799317661669
38.96372	-76.99081	Chillum	US	America/New_York	8630330696303481339
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand	3590433799317661230
3.8801	-77.03116	Buenaventura	CO	America/Bogota	3590433799317662246
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	3590433799317661842
46.08333	122.08333	Ulanhot	CN	Asia/Shanghai	359043379931766916
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	8630330696303481727
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	359043379931766718
39.22493	42.85693	Patnos	TR	Europe/Istanbul	3590433799317662303
3.8801	-77.03116	Buenaventura	CO	America/Bogota	359043379931766015
43.78956	7.60872	Ventimiglia	IT	Europe/Rome	3590433799317661222
37.65181	120.33063	Longgang	CN	Asia/Shanghai	3590433799317662154
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317661966
46.32374	-120.00865	Sunnyside	US	America/Los_Angeles	863033069630348198
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	8630330696303481982
59.37722	28.19028	Narva	EE	Europe/Tallinn	359043379931766577
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	359043379931766510
10.31672	123.89071	Cebu City	PH	Asia/Manila	863033069630348081
58.63667	59.80222	Lesnoy	RU	Asia/Yekaterinburg	3590433799317661834
43.71032	-1.05366	Dax	FR	Europe/Paris	863033069630348677
14.53767	46.83187	Ataq	YE	Asia/Aden	863033069630348370
-21.98333	16.91667	Okahandja	NA	Africa/Windhoek	359043379931766478
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	8630330696303482048
35.85	117.7	Dongdu	CN	Asia/Shanghai	3590433799317661990
46.51872	86.00214	Hoxtolgay	CN	Asia/Urumqi	8630330696303482352
51.08468	7.11393	Burscheid	DE	Europe/Berlin	3590433799317662063
38.13708	41.00817	Silvan	TR	Europe/Istanbul	863033069630348800
39.22493	42.85693	Patnos	TR	Europe/Istanbul	8630330696303482162
37.65181	120.33063	Longgang	CN	Asia/Shanghai	359043379931766056
42.24113	-88.3162	Crystal Lake	US	America/Chicago	8630330696303481669
53.49389	-1.29243	Mexborough	GB	Europe/London	863033069630348289
27.92333	118.53333	Pucheng	CN	Asia/Shanghai	8630330696303481909
34.25628	-78.04471	Leland	US	America/New_York	863033069630348990
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	359043379931766601
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	8630330696303481248
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	3590433799317662220
51.42708	-0.91979	Lower Earley	GB	Europe/London	359043379931766866
46.51872	86.00214	Hoxtolgay	CN	Asia/Urumqi	8630330696303481297
38.17492	-122.2608	American Canyon	US	America/Los_Angeles	3590433799317661230
5.4709	100.24529	Batu Feringgi	MY	Asia/Kuala_Lumpur	8630330696303481875
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	8630330696303481164
41.91886	8.73812	Ajaccio	FR	Europe/Paris	863033069630348339
-3.20333	-52.20639	Altamira	BR	America/Santarem	359043379931766130
0.76755	24.43973	Yangambi	CD	Africa/Lubumbashi	3590433799317661339
48.35149	8.96317	Hechingen	DE	Europe/Berlin	863033069630348545
53.43333	-7.95	Athlone	IE	Europe/Dublin	863033069630348891
-6.48167	106.85417	Cibinong	ID	Asia/Jakarta	8630330696303481545
53.53333	-7.35	An Muileann gCearr	IE	Europe/Dublin	8630330696303481347
48.25	16.4	Floridsdorf	AT	Europe/Vienna	8630330696303482311
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	359043379931766361
33.95015	-118.03917	South Whittier	US	America/Los_Angeles	863033069630348982
33.98154	-81.23621	Lexington	US	America/New_York	863033069630348099
23.9028	89.11943	Kushtia	BD	Asia/Dhaka	3590433799317661800
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	3590433799317662394
37.65181	120.33063	Longgang	CN	Asia/Shanghai	359043379931766551
40.66482	122.22833	Yingkou	CN	Asia/Shanghai	8630330696303481347
8.56697	123.33471	Dipolog	PH	Asia/Manila	863033069630348925
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	863033069630348040
55.62047	37.49338	Tyoply Stan	RU	Europe/Moscow	359043379931766577
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	8630330696303481321
23.29549	113.82465	Licheng	CN	Asia/Shanghai	3590433799317661172
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	3590433799317661479
51.03427	5.37429	Houthalen	BE	Europe/Brussels	8630330696303481594
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers	8630330696303481529
33.95015	-118.03917	South Whittier	US	America/Los_Angeles	8630330696303481933
9.535	-13.68778	Camayenne	GN	Africa/Conakry	863033069630348495
37.13548	-3.67029	Las Gabias	ES	Europe/Madrid	8630330696303481396
46.65581	32.6178	Kherson	UA	Europe/Kyiv	3590433799317661313
34.4833	136.84186	Toba	JP	Asia/Tokyo	8630330696303481115
33.93113	-117.54866	Norco	US	America/Los_Angeles	359043379931766833
14.53767	46.83187	Ataq	YE	Asia/Aden	863033069630348347
52.26083	7.00417	Losser	NL	Europe/Amsterdam	3590433799317661883
50.8	3.16667	Wevelgem	BE	Europe/Brussels	3590433799317661453
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	8630330696303481552
40.93121	-73.89875	Yonkers	US	America/New_York	8630330696303481081
33.14447	47.3799	Darreh Shahr	IR	Asia/Tehran	359043379931766130
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	3590433799317661792
29.84576	-90.10674	Estelle	US	America/Chicago	3590433799317662311
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	8630330696303482360
24.05979	77.40858	Leteri	IN	Asia/Kolkata	8630330696303481651
37.35813	-6.03731	San Juan de Aznalfarache	ES	Europe/Madrid	3590433799317662402
33.03699	-117.29198	Encinitas	US	America/Los_Angeles	8630330696303482147
39.72943	-104.83192	Aurora	US	America/Denver	359043379931766585
-19.32556	-41.25528	Resplendor	BR	America/Sao_Paulo	359043379931766486
39.71734	-74.96933	Sicklerville	US	America/New_York	8630330696303481081
47.76232	-122.2054	Bothell	US	America/Los_Angeles	3590433799317662444
41.80753	-87.65644	New City	US	America/Chicago	3590433799317662287
57.14369	-2.09814	Aberdeen	GB	Europe/London	359043379931766510
-33.88096	151.07986	Strathfield	AU	Australia/Sydney	359043379931766312
3.51667	11.5	Mbalmayo	CM	Africa/Douala	3590433799317661453
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	863033069630348271
39.00622	-77.4286	Sterling	US	America/New_York	863033069630348594
53.78333	-1.06667	Selby	GB	Europe/London	359043379931766585
51.78967	1.15597	Clacton-on-Sea	GB	Europe/London	3590433799317662162
38.96372	-76.99081	Chillum	US	America/New_York	863033069630348479
0.76755	24.43973	Yangambi	CD	Africa/Lubumbashi	8630330696303481388
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	8630330696303482055
18.57677	-72.22625	Croix-des-Bouquets	HT	America/Port-au-Prince	8630330696303481578
43.62558	13.39954	Falconara Marittima	IT	Europe/Rome	8630330696303482089
-32.45242	-71.23106	La Ligua	CL	America/Santiago	863033069630348578
40.72816	-74.07764	Jersey City	US	America/New_York	8630330696303481495
42.28639	18.84	Budva	ME	Europe/Podgorica	359043379931766379
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	3590433799317661008
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	3590433799317661792
41.55838	-81.56929	Collinwood	US	America/New_York	863033069630348511
54.84444	38.16694	Kashira	RU	Europe/Moscow	3590433799317662279
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	863033069630348198
6.9909	79.883	Hendala	LK	Asia/Colombo	359043379931766924
45.47885	133.42825	Lesozavodsk	RU	Asia/Vladivostok	359043379931766569
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	3590433799317661230
41.55947	14.66737	Campobasso	IT	Europe/Rome	863033069630348370
26.11527	86.59509	Supaul	IN	Asia/Kolkata	359043379931766361
41.55947	14.66737	Campobasso	IT	Europe/Rome	8630330696303481537
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	3590433799317661719
10.13361	124.84472	Maasin	PH	Asia/Manila	3590433799317661743
40.63316	-74.13653	Port Richmond	US	America/New_York	3590433799317661313
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	359043379931766403
19.30157	72.85107	Bhayandar	IN	Asia/Kolkata	8630330696303481602
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	863033069630348719
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	863033069630348446
39.57582	-105.11221	Ken Caryl	US	America/Denver	359043379931766957
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	359043379931766122
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	3590433799317662048
9.91861	-68.30472	Tinaquillo	VE	America/Caracas	8630330696303481669
42.4251	-71.06616	Malden	US	America/New_York	8630330696303481768
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	8630330696303481065
43.86682	-79.2663	Markham	CA	America/Toronto	3590433799317662139
51.65333	5.2875	Vught	NL	Europe/Amsterdam	3590433799317661545
51.03427	5.37429	Houthalen	BE	Europe/Brussels	8630330696303481552
-21.42917	-45.94722	Alfenas	BR	America/Sao_Paulo	359043379931766387
29.53885	-95.44744	Fresno	US	America/Chicago	3590433799317661131
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	3590433799317662345
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	3590433799317661891
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	3590433799317661396
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317661883
33.78333	114.51667	Wacheng	CN	Asia/Shanghai	8630330696303481859
19.8173	-97.35992	Teziutlan	MX	America/Mexico_City	8630330696303481065
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	3590433799317661081
14.37395	100.48528	Bang Ban	TH	Asia/Bangkok	3590433799317661396
35.82756	137.95378	Ina	JP	Asia/Tokyo	359043379931766924
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	359043379931766536
3.51667	11.5	Mbalmayo	CM	Africa/Douala	863033069630348446
46.75451	33.34864	Nova Kakhovka	UA	Europe/Kyiv	8630330696303482477
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	8630330696303481040
21.46527	83.97573	Sambalpur	IN	Asia/Kolkata	863033069630348420
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	3590433799317662030
43.91452	-69.96533	Brunswick	US	America/New_York	8630330696303481818
5.30383	-1.98956	Tarkwa	GH	Africa/Accra	3590433799317662311
-34.88422	150.60036	Nowra	AU	Australia/Sydney	863033069630348149
35.74788	-95.36969	Muskogee	US	America/Chicago	863033069630348347
20.14298	-77.43532	Media Luna	CU	America/Havana	359043379931766213
51.04962	12.1369	Zeitz	DE	Europe/Berlin	3590433799317661594
57.97472	33.2525	Valday	RU	Europe/Moscow	3590433799317661669
0.49113	29.47306	Beni	CD	Africa/Lubumbashi	863033069630348461
33.35283	-111.78903	Gilbert	US	America/Phoenix	3590433799317661305
19.21667	73.08333	Dombivli	IN	Asia/Kolkata	3590433799317661768
19.8173	-97.35992	Teziutlan	MX	America/Mexico_City	863033069630348305
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	8630330696303481578
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	3590433799317661545
23.49668	86.68363	Adra	IN	Asia/Kolkata	359043379931766676
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	8630330696303482360
32.44874	-99.73314	Abilene	US	America/Chicago	8630330696303482022
51.24197	4.82313	Lille	BE	Europe/Brussels	8630330696303481222
44.89784	8.86374	Tortona	IT	Europe/Rome	3590433799317661578
38.68712	-4.10734	Puertollano	ES	Europe/Madrid	8630330696303482261
41.47892	-87.45476	Schererville	US	America/Chicago	863033069630348503
18.87813	72.93924	Uran	IN	Asia/Kolkata	3590433799317661636
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	863033069630348222
38.91817	-78.19444	Front Royal	US	America/New_York	3590433799317662386
29.98869	122.20488	Zhoushan	CN	Asia/Shanghai	8630330696303481487
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	863033069630348016
-8.05389	-34.88111	Recife	BR	America/Recife	863033069630348172
37.73604	-120.93549	Riverbank	US	America/Los_Angeles	863033069630348354
36.72544	3.55665	Thenia	DZ	Africa/Algiers	8630330696303481677
28.88162	120.03308	Guli	CN	Asia/Shanghai	8630330696303481909
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	3590433799317662147
34.4833	136.84186	Toba	JP	Asia/Tokyo	8630330696303481271
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	359043379931766254
38.40917	112.73333	Xinzhou	CN	Asia/Shanghai	863033069630348180
8.56697	123.33471	Dipolog	PH	Asia/Manila	863033069630348511
34.61667	135.6	Yao	JP	Asia/Tokyo	8630330696303481008
40.93121	-73.89875	Yonkers	US	America/New_York	8630330696303482303
34.25628	-78.04471	Leland	US	America/New_York	3590433799317662170
56.11281	69.49015	Ishim	RU	Asia/Yekaterinburg	8630330696303481727
53.53395	33.72798	Zhukovka	RU	Europe/Moscow	3590433799317661669
39.43534	-84.20299	Lebanon	US	America/New_York	863033069630348347
46.51872	86.00214	Hoxtolgay	CN	Asia/Urumqi	8630330696303481149
16.06213	76.0586	Hungund	IN	Asia/Kolkata	8630330696303482253
28.98002	77.70636	Meerut	IN	Asia/Kolkata	3590433799317662436
50.06	43.2379	Mikhaylovka	RU	Europe/Volgograd	8630330696303482436
45.79377	8.88104	Malnate	IT	Europe/Rome	863033069630348164
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	3590433799317661552
41.14676	-73.49484	New Canaan	US	America/New_York	359043379931766825
33.08014	-83.2321	Milledgeville	US	America/New_York	359043379931766692
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	8630330696303481842
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	3590433799317661446
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	863033069630348529
55.75556	60.70278	Ozersk	RU	Asia/Yekaterinburg	3590433799317662451
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	3590433799317662030
38.70734	-77.02303	Fort Washington	US	America/New_York	3590433799317662014
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	8630330696303481503
12.37169	123.62494	Masbate	PH	Asia/Manila	359043379931766957
38.10558	-1.86343	Caravaca	ES	Europe/Madrid	8630330696303481974
32.52515	-93.75018	Shreveport	US	America/Chicago	3590433799317662493
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	359043379931766700
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	863033069630348313
34.15429	3.50309	Messaad	DZ	Africa/Algiers	863033069630348081
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg	8630330696303481495
8.48714	-13.2356	Freetown	SL	Africa/Freetown	8630330696303482220
51.24197	4.82313	Lille	BE	Europe/Brussels	3590433799317661883
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	359043379931766908
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	8630330696303482386
22.19303	88.18466	Diamond Harbour	IN	Asia/Kolkata	3590433799317662295
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	863033069630348826
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	3590433799317661636
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	863033069630348271
29.65163	-82.32483	Gainesville	US	America/New_York	8630330696303482113
55.82885	-4.21376	Rutherglen	GB	Europe/London	863033069630348396
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	863033069630348321
50.073658	14.418540	Praha	CZ	Europe/Prague	8630330696303481180
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	3590433799317661644
-5.85746	144.23058	Mount Hagen	PG	Pacific/Port_Moresby	3590433799317661875
45.43341	-73.86586	Beaconsfield	CA	America/Toronto	8630330696303481347
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	8630330696303482170
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	3590433799317661503
41.48199	-81.79819	Lakewood	US	America/New_York	3590433799317662410
39.71734	-74.96933	Sicklerville	US	America/New_York	3590433799317661156
41.72063	12.6723	Ariccia	IT	Europe/Rome	3590433799317661941
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	3590433799317661792
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	8630330696303481727
-3.20333	-52.20639	Altamira	BR	America/Santarem	863033069630348230
54.84444	38.16694	Kashira	RU	Europe/Moscow	863033069630348941
40.94065	-73.99681	Dumont	US	America/New_York	863033069630348586
40.85158	122.74754	Haicheng	CN	Asia/Shanghai	3590433799317661024
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	3590433799317662394
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	863033069630348370
29.69221	72.54566	Hasilpur	PK	Asia/Karachi	3590433799317661057
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	3590433799317661164
42.58342	-71.8023	Fitchburg	US	America/New_York	359043379931766858
-19.65	47.31667	Antanifotsy	MG	Indian/Antananarivo	8630330696303481511
38.45598	48.87498	Astara	AZ	Asia/Baku	3590433799317661172
-27.4338	-65.61427	Aguilares	AR	America/Argentina/Tucuman	3590433799317661297
53.59337	9.47629	Stade	DE	Europe/Berlin	359043379931766395
38.06084	-97.92977	Hutchinson	US	America/Chicago	8630330696303482105
40.34912	-111.90466	Saratoga Springs	US	America/Denver	3590433799317662279
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	3590433799317661370
23.5654	119.58627	Magong	TW	Asia/Taipei	3590433799317661362
53.7446	-0.33525	Kingston upon Hull	GB	Europe/London	359043379931766726
31.28092	74.85849	Patti	IN	Asia/Kolkata	8630330696303482113
7.6	4.18333	Olupona	NG	Africa/Lagos	8630330696303481982
50.80019	7.20769	Siegburg	DE	Europe/Berlin	8630330696303481834
48	-4.1	Quimper	FR	Europe/Paris	8630330696303482196
23.73333	114.68333	Heyuan	CN	Asia/Shanghai	863033069630348743
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	8630330696303481651
5.90702	116.10146	Donggongon	MY	Asia/Kuching	359043379931766841
45.44694	8.62118	Novara	IT	Europe/Rome	359043379931766247
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	3590433799317662352
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	3590433799317661826
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	359043379931766601
28.54944	-81.77285	Clermont	US	America/New_York	359043379931766247
6.25947	102.05461	Tak Bai	TH	Asia/Bangkok	3590433799317661065
30.16688	-96.39774	Brenham	US	America/Chicago	863033069630348933
38.72706	-9.24671	Carnaxide	PT	Europe/Lisbon	3590433799317661966
47.98372	10.18527	Memmingen	DE	Europe/Berlin	3590433799317661446
38.54491	-121.74052	Davis	US	America/Los_Angeles	863033069630348792
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	8630330696303482311
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	863033069630348644
50.09019	8.4493	Hofheim am Taunus	DE	Europe/Berlin	359043379931766593
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	863033069630348750
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	3590433799317661727
25.49043	85.94001	Teghra	IN	Asia/Kolkata	863033069630348388
50.82882	-0.32247	Lancing	GB	Europe/London	863033069630348131
51.168	7.973	Finnentrop	DE	Europe/Berlin	3590433799317661461
-8.05389	-34.88111	Recife	BR	America/Recife	3590433799317661453
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	3590433799317662071
43.11667	1.6	Pamiers	FR	Europe/Paris	359043379931766197
16.0438	120.4861	Manaoag	PH	Asia/Manila	359043379931766148
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	359043379931766122
35.88264	-80.08199	Thomasville	US	America/New_York	8630330696303481669
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	8630330696303482048
42.7	27.25	Aytos	BG	Europe/Sofia	863033069630348842
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	8630330696303481214
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	8630330696303481198
3.02013	30.91105	Arua	UG	Africa/Kampala	863033069630348602
-22.57306	-47.1725	Artur Nogueira	BR	America/Sao_Paulo	3590433799317662436
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	3590433799317661255
33.41012	-91.06177	Greenville	US	America/Chicago	3590433799317661172
38.70734	-77.02303	Fort Washington	US	America/New_York	359043379931766478
46.65581	32.6178	Kherson	UA	Europe/Kyiv	359043379931766320
35.95664	36.7138	Binnish	SY	Asia/Damascus	8630330696303482238
40.65538	-74.38987	Scotch Plains	US	America/New_York	3590433799317661149
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	863033069630348719
41.27621	-72.86843	East Haven	US	America/New_York	863033069630348222
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	359043379931766072
12.35275	121.06761	San Jose	PH	Asia/Manila	8630330696303481669
28.88162	120.03308	Guli	CN	Asia/Shanghai	3590433799317661644
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	3590433799317661982
52.4581	13.28702	Dahlem	DE	Europe/Berlin	863033069630348354
