ts	imei	mwra	c.android.youtube	c.katana	c.android.gm	c.android.chrome	c.dogalize	c.updateassist	c.android.vending	c.UCMobile.x86	c.UCMobile.intl	c.raider
2018-05-07 14:18:00	8630330696303481776	1.00000	8.30292	9.84029	10.36657	13.95539	13.04356	53.57259	21.50893	83.83046	88.05970	45.51672
2018-05-07 14:19:00	359043379931766619	0.00000	10.15557	9.75063	9.80755	10.60386	14.31789	74.75826	76.21737	16.84734	9.01836	37.44708
2018-05-07 14:20:00	3590433799317661594	1.00000	9.32150	11.49567	8.79999	9.88864	12.76482	47.99868	37.65708	98.69616	33.78534	86.80041
2018-05-07 14:21:00	359043379931766825	1.00000	9.30367	8.21204	8.46716	9.94326	11.45540	62.96910	41.61305	21.16412	21.46851	98.83985
2018-05-07 14:22:00	3590433799317661271	1.00000	16.18432	10.99231	11.15997	14.47369	12.92415	42.43693	52.64048	51.72223	92.27035	79.30902
2018-05-07 14:23:00	3590433799317661396	1.00000	7.92827	8.27286	10.12305	14.44567	11.96982	45.21093	65.24982	31.22557	43.97183	35.28441
2018-05-07 14:24:00	863033069630348297	1.00000	10.39822	10.41809	9.74881	13.14375	12.61659	56.47341	40.90131	11.89102	38.28696	14.41565
2018-05-07 14:25:00	8630330696303481636	0.00000	11.35758	11.18312	12.45328	8.56240	16.31933	65.09502	44.96292	50.29905	72.19820	55.86411
2018-05-07 14:26:00	3590433799317662394	1.00000	12.03648	9.02740	9.16711	12.17911	10.85942	48.04993	51.77169	39.35945	96.21881	94.29779
2018-05-07 14:27:00	3590433799317662063	1.00000	10.50517	5.18321	15.36234	10.91423	10.75479	78.41472	54.48664	37.54966	6.94493	76.27683
2018-05-07 14:28:00	8630330696303481552	0.00000	13.97808	12.79883	8.49929	10.14042	10.02511	44.05825	38.72500	95.28880	39.16233	53.18779
2018-05-07 14:29:00	8630330696303481677	1.00000	11.40179	6.17410	8.02932	11.78630	15.57299	65.07555	38.60664	21.43073	6.09693	83.51209
2018-05-07 14:30:00	8630330696303482238	1.00000	14.57983	11.72712	11.58363	17.48790	14.23018	86.99044	46.35051	86.01523	70.74666	79.23020
2018-05-07 14:31:00	3590433799317662105	1.00000	14.44459	14.60698	10.74572	13.61524	10.88059	53.88379	47.51016	28.06496	11.89743	32.09221
2018-05-07 14:32:00	3590433799317661081	0.00000	11.13843	10.33453	7.40854	12.96894	16.39734	51.53197	47.99782	53.88782	54.63852	35.34882
2018-05-07 14:33:00	863033069630348040	0.00000	11.64850	13.73098	6.93235	8.33655	5.89950	60.38376	36.34991	64.36861	0.53930	88.86275
2018-05-07 14:34:00	863033069630348966	1.00000	14.63103	10.95213	9.12078	11.99541	15.57738	42.43049	48.11093	26.03493	16.58919	74.65511
2018-05-07 14:35:00	3590433799317662428	1.00000	10.13381	6.18808	12.64474	9.03815	16.32061	62.30575	46.95214	54.59930	98.69927	66.09662
2018-05-07 14:36:00	8630330696303481404	1.00000	7.72495	5.32437	17.26115	9.90723	16.75988	39.97812	47.37651	88.19649	20.44302	70.47353
2018-05-07 14:37:00	3590433799317662345	1.00000	7.00482	4.87012	8.72336	15.68177	12.28656	90.73888	55.06981	91.75618	86.36084	9.82192
2018-05-07 14:38:00	359043379931766650	1.00000	8.02953	11.08930	11.54966	12.43597	11.62997	52.34732	47.74519	94.47840	34.69485	44.72547
2018-05-07 14:39:00	359043379931766486	1.00000	13.71969	12.42557	14.14091	13.61358	11.48897	81.19574	46.28667	86.47507	55.09011	82.64208
2018-05-07 14:40:00	3590433799317662253	0.00000	14.23114	11.95807	11.59843	14.41313	12.56481	38.47777	31.74741	37.81253	60.79900	30.52255
2018-05-07 14:41:00	359043379931766437	1.00000	15.64263	7.03258	10.53816	13.64293	16.42138	50.42969	47.53104	76.21030	2.15508	27.34503
2018-05-07 14:42:00	8630330696303481735	1.00000	8.82057	8.78081	9.51460	12.48883	11.09534	33.05774	77.67975	68.31840	64.19590	8.13260
2018-05-07 14:43:00	8630330696303482394	1.00000	10.27037	7.16726	9.77179	13.94247	13.76544	64.30981	30.60177	72.99440	96.63672	13.90998
2018-05-07 14:44:00	863033069630348834	0.00000	10.77898	10.24865	11.80727	8.49679	13.59732	52.00600	34.23587	61.62634	65.12709	29.17714
2018-05-07 14:45:00	359043379931766718	0.00000	10.11951	14.14008	8.62752	11.41462	2.73580	45.36222	46.11654	58.10805	96.49774	21.76721
2018-05-07 14:46:00	8630330696303481545	1.00000	5.71788	10.34414	10.97753	14.72580	9.39977	39.50344	44.27917	62.47683	57.55025	45.81070
2018-05-07 14:47:00	863033069630348446	1.00000	6.50442	8.70472	10.42894	9.49331	10.21833	56.62214	34.11353	83.97530	17.73999	81.49124
2018-05-07 14:48:00	863033069630348453	1.00000	5.79115	9.45659	10.31262	13.01113	14.22617	57.28400	63.76767	55.25293	18.05824	94.63197
2018-05-07 14:49:00	863033069630348545	0.00000	8.29626	15.61441	8.19398	10.36379	11.73479	51.48131	48.45355	59.37412	51.02127	97.04365
2018-05-07 14:50:00	863033069630348578	0.00000	13.37878	12.18139	7.91602	7.97710	10.80686	62.29923	46.77527	57.33238	25.16226	10.88543
2018-05-07 14:51:00	3590433799317662162	1.00000	11.16367	5.56985	13.55474	12.95841	15.06495	39.23388	62.32139	15.23012	82.63025	40.88094
2018-05-07 14:52:00	3590433799317661503	1.00000	10.99903	7.98820	13.53335	9.83634	13.97812	71.75694	66.37718	6.20244	67.46552	70.55146
2018-05-07 14:53:00	3590433799317661040	1.00000	8.84701	13.51342	8.10096	14.58571	17.55183	37.58127	50.98631	76.47677	26.44095	56.24756
2018-05-07 14:54:00	863033069630348545	0.00000	6.67983	16.15077	9.47412	8.76412	7.86065	57.99698	37.26878	30.18454	46.46524	20.59784
2018-05-07 14:55:00	3590433799317661032	1.00000	6.81332	11.52674	7.20089	15.86937	14.31046	51.98459	39.70975	51.26292	76.57965	45.59580
2018-05-07 14:56:00	3590433799317662154	1.00000	13.35595	9.97245	11.12426	16.14785	15.71322	51.21238	46.45953	68.05063	81.89687	24.71029
2018-05-07 14:57:00	863033069630348412	1.00000	10.20454	12.92952	6.81647	6.04952	15.46033	59.26165	52.24045	99.26163	99.09230	45.70140
2018-05-07 14:58:00	3590433799317661735	1.00000	12.36299	11.19456	13.24619	12.90448	11.90831	58.59975	62.98749	84.38312	98.29159	68.21029
2018-05-07 14:59:00	359043379931766668	0.00000	13.91787	12.84964	10.70015	8.85236	10.47984	55.94178	31.72578	7.37608	14.14379	87.72243
2018-05-07 15:00:00	359043379931766932	1.00000	14.21537	10.57473	11.15885	12.66806	11.04894	71.17144	48.88430	69.47521	9.89095	66.25775
2018-05-07 15:01:00	3590433799317662097	0.00000	10.67255	13.56645	6.43258	10.23115	18.17698	72.25952	62.06780	88.36521	57.84098	74.14059
2018-05-07 15:02:00	3590433799317662196	1.00000	6.33032	5.78549	5.99524	15.58291	16.59171	65.84951	59.17845	20.35677	2.51066	88.76869
2018-05-07 15:03:00	863033069630348016	1.00000	12.96241	9.98115	15.44632	11.40872	8.55579	56.19316	54.33171	65.25415	4.57273	87.72891
2018-05-07 15:04:00	3590433799317661750	0.00000	16.75866	12.01307	9.62270	9.30327	11.49894	55.81179	56.75443	97.44925	96.50981	53.16784
2018-05-07 15:05:00	8630330696303481685	1.00000	10.59863	8.23753	9.44605	11.23122	14.45793	50.10502	30.15317	87.84127	10.54204	65.62256
2018-05-07 15:06:00	359043379931766643	1.00000	5.78844	6.08134	9.68943	14.55953	12.87937	63.69750	37.44638	88.19015	22.98151	37.52069
2018-05-07 15:07:00	8630330696303482345	1.00000	8.61623	7.00585	8.60349	12.50374	11.93115	59.60361	32.96978	76.15625	50.87094	83.83917
2018-05-07 15:08:00	863033069630348339	1.00000	13.63044	11.17592	15.12862	16.49407	10.23212	47.79778	47.18771	35.07344	48.04558	19.12628
2018-05-07 15:09:00	3590433799317662253	0.00000	12.34902	12.10837	8.79460	7.85354	10.52684	30.17305	40.90893	26.63231	13.53446	65.09831
2018-05-07 15:10:00	3590433799317662345	0.00000	10.68280	15.49007	7.47117	7.20894	14.35071	51.03053	36.20663	72.21466	22.60923	2.46697
2018-05-07 15:11:00	863033069630348958	0.00000	16.47045	14.82986	10.94068	8.73366	9.81417	58.32560	30.98448	5.68913	75.72057	57.99883
2018-05-07 15:12:00	8630330696303481651	1.00000	11.76732	10.89065	14.55882	13.62112	7.90783	64.18993	27.93449	77.12271	45.47402	67.10436
2018-05-07 15:13:00	863033069630348198	1.00000	11.95200	10.60142	14.26639	13.44104	6.39363	73.29714	48.63186	31.36522	38.49680	26.89514
2018-05-07 15:14:00	3590433799317661313	1.00000	9.89088	7.16696	7.71661	10.22314	11.20723	50.77606	48.60479	15.61822	96.32133	35.73169
2018-05-07 15:15:00	3590433799317661461	1.00000	14.80347	5.35888	7.34167	16.77952	10.89334	51.69826	28.64933	66.79677	59.85807	49.92398
2018-05-07 15:16:00	863033069630348271	0.00000	12.44822	12.68047	9.19519	8.23256	7.69478	62.89830	35.26707	1.45948	64.58448	93.41316
2018-05-07 15:17:00	863033069630348941	1.00000	14.68819	6.95965	10.49318	13.02282	18.20890	34.75391	43.33682	10.88416	22.56343	64.54576
2018-05-07 15:18:00	359043379931766874	1.00000	13.47762	10.14520	12.08425	11.11431	10.65073	52.53919	34.63839	40.98096	15.10370	66.82786
2018-05-07 15:19:00	3590433799317661289	0.00000	11.37982	14.34577	11.19882	7.83915	13.67729	44.11433	40.37970	32.73327	53.25222	65.25071
2018-05-07 15:20:00	359043379931766874	0.00000	15.23033	10.81097	11.87894	9.16815	9.26484	70.40264	12.48870	82.10512	47.23164	69.21133
2018-05-07 15:21:00	3590433799317661164	0.00000	9.12949	12.28514	9.33342	10.06610	12.90579	50.32575	60.42556	60.03765	49.52660	51.14575
2018-05-07 15:22:00	359043379931766403	0.00000	11.55445	13.74445	7.57515	8.17889	9.05196	75.36546	58.60379	39.19539	56.09046	1.82063
2018-05-07 15:23:00	8630330696303482428	1.00000	13.87962	8.71616	11.98350	11.46103	9.85154	70.66955	50.08758	84.31386	48.88168	85.43900
2018-05-07 15:24:00	359043379931766429	1.00000	11.15526	5.05407	13.51630	10.23049	12.61328	58.77320	49.56064	33.39240	45.94704	71.28414
2018-05-07 15:25:00	8630330696303481669	1.00000	7.21585	6.86552	13.40291	9.60480	12.13726	63.48175	56.26357	43.22902	10.46173	86.78551
2018-05-07 15:26:00	359043379931766734	1.00000	15.18367	11.92694	12.31569	15.79386	12.80699	55.89655	49.79128	66.98552	46.07625	72.24176
2018-05-07 15:27:00	359043379931766866	1.00000	13.85362	5.55307	11.89003	10.61623	16.14058	72.53293	31.66351	48.96845	28.54613	6.71256
2018-05-07 15:28:00	8630330696303482329	1.00000	13.18718	8.61535	13.61172	12.73137	10.31962	38.44428	51.49731	64.18920	11.77213	15.90950
2018-05-07 15:29:00	3590433799317661594	1.00000	13.80757	9.12137	13.42790	13.89068	14.30681	75.13078	40.22720	17.83276	42.85690	89.44469
2018-05-07 15:30:00	8630330696303482113	1.00000	7.89364	9.27500	8.84951	12.39999	13.31209	62.25766	47.76023	64.22488	29.01328	64.14894
2018-05-07 15:31:00	3590433799317661271	1.00000	12.09393	5.40154	12.60143	14.03367	17.62309	69.06880	43.76250	34.93067	2.40346	17.69363
2018-05-07 15:32:00	863033069630348560	1.00000	11.46176	7.74028	12.96509	10.57846	16.98033	68.27334	48.57047	93.79123	66.57349	83.32879
2018-05-07 15:33:00	359043379931766593	1.00000	12.88394	10.67269	12.70437	13.59220	8.18668	86.13779	47.42018	50.86969	97.10327	72.32773
2018-05-07 15:34:00	8630330696303482394	0.00000	7.42519	13.74862	9.83813	10.09541	11.75835	36.87005	19.14795	95.22592	61.21208	70.89778
2018-05-07 15:35:00	8630330696303482121	0.00000	13.91708	10.93655	7.46538	8.06957	11.16863	33.12868	56.55643	19.97108	80.17015	68.36410
2018-05-07 15:36:00	8630330696303481206	1.00000	11.16849	9.31501	9.44837	12.91164	12.85110	100.00000	38.74866	1.87191	50.52421	93.88040
2018-05-07 15:37:00	863033069630348198	1.00000	13.43655	12.52134	12.92183	13.50518	14.36509	34.49777	59.75767	58.53533	3.36190	66.31110
2018-05-07 15:38:00	8630330696303481636	0.00000	4.83763	6.96664	8.89611	12.27819	14.87632	67.58099	48.41739	38.40558	48.84678	69.41861
2018-05-07 15:39:00	359043379931766270	0.00000	14.53605	12.28630	10.13905	9.34861	11.38620	49.10892	57.04228	1.71527	45.27962	81.47516
2018-05-07 15:40:00	863033069630348156	1.00000	13.86953	8.14654	11.53644	12.35479	13.18925	55.66687	39.24901	28.59262	99.79885	67.00853
2018-05-07 15:41:00	359043379931766825	1.00000	12.32521	11.30454	12.17150	12.67703	11.81969	46.73271	58.12832	61.07872	73.19426	57.88299
2018-05-07 15:42:00	8630330696303481545	1.00000	16.30937	10.08162	12.15561	15.00268	12.70481	66.41735	18.92400	12.35330	54.12580	74.28519
2018-05-07 15:43:00	359043379931766007	1.00000	13.40578	4.92543	12.44032	12.09429	15.94895	40.05479	20.33241	31.51213	76.46326	50.33668
2018-05-07 15:44:00	8630330696303482006	0.00000	10.63312	13.04277	6.51081	8.05391	16.53336	56.65422	40.58002	89.82024	49.53169	25.74807
2018-05-07 15:45:00	8630330696303482469	1.00000	10.68134	6.94417	8.69094	14.78526	10.86538	62.89568	54.49678	86.55939	89.52105	65.97748
2018-05-07 15:46:00	3590433799317661891	1.00000	11.21086	10.12321	12.19271	11.07402	13.33391	38.77735	45.60048	13.43274	61.96014	0.42157
2018-05-07 15:47:00	359043379931766536	1.00000	11.55387	11.54372	10.13146	11.43790	9.05715	33.55643	29.19794	10.28731	94.87059	35.11910
2018-05-07 15:48:00	359043379931766676	1.00000	13.36479	7.62727	12.86834	11.05130	14.36175	59.43443	23.83750	78.46394	60.01122	72.06094
2018-05-07 15:49:00	359043379931766429	1.00000	9.05561	9.03171	16.66853	11.85360	14.41970	70.90039	71.43082	60.68019	21.05833	19.65085
2018-05-07 15:50:00	8630330696303481842	0.00000	9.96941	11.90196	9.72600	5.74928	8.90506	61.46236	27.32696	90.03801	78.95324	75.00616
2018-05-07 15:51:00	8630330696303482030	1.00000	12.79581	7.47229	10.36612	12.64340	15.86102	59.14426	39.54671	64.97798	27.46556	37.84401
2018-05-07 15:52:00	863033069630348495	1.00000	8.51305	10.70613	7.26706	11.14768	14.57162	49.84715	32.77844	43.77624	40.23056	29.88063
2018-05-07 15:53:00	3590433799317661800	0.00000	9.57181	14.27396	8.38320	4.87348	14.21587	41.57556	74.63344	26.90829	72.62605	5.50696
2018-05-07 15:54:00	8630330696303481925	1.00000	12.24459	10.00560	11.45206	14.26046	14.28398	63.21585	52.33743	8.52579	63.06207	19.28339
2018-05-07 15:55:00	359043379931766080	1.00000	14.97596	10.62479	11.43719	12.93895	11.54419	50.05778	49.02893	37.59255	80.10211	65.18048
2018-05-07 15:56:00	359043379931766221	0.00000	11.98680	12.12924	8.66005	9.88353	10.96636	63.83475	45.36472	84.63391	39.53012	68.41352
2018-05-07 15:57:00	863033069630348818	1.00000	10.37541	9.07943	9.84416	13.40992	12.85677	76.84812	54.77219	73.43366	40.55975	37.15764
2018-05-07 15:58:00	8630330696303481636	1.00000	13.94205	9.88430	11.41758	10.27551	9.90016	51.92786	44.04579	65.37276	32.50084	41.00652
2018-05-07 15:59:00	863033069630348289	0.00000	11.83980	12.33734	10.32481	9.00012	9.98463	56.89314	52.23133	40.15127	2.05848	71.48502
2018-05-07 16:00:00	359043379931766221	0.00000	10.06961	11.28270	11.31628	10.80051	9.88429	52.82816	36.44752	5.81094	88.32280	8.72533
2018-05-07 16:01:00	3590433799317662360	1.00000	13.83615	12.42993	5.33471	11.72328	9.70510	64.49344	51.12590	28.29336	82.49467	77.08840
2018-05-07 16:02:00	8630330696303481347	1.00000	12.19186	7.55370	12.48526	12.32122	13.08015	41.32770	64.16180	82.66887	0.86466	54.23476
2018-05-07 16:03:00	3590433799317661727	0.00000	11.56430	12.56797	8.27616	7.74083	9.35626	53.80957	29.40218	47.19918	87.60113	3.20099
2018-05-07 16:04:00	3590433799317661206	1.00000	10.65765	8.43946	11.74957	11.56380	11.04949	54.39463	49.07206	92.12411	64.22776	71.70414
2018-05-07 16:05:00	359043379931766742	0.00000	9.13216	11.54673	8.84101	9.37626	11.74035	58.43088	68.67218	87.59064	35.72951	67.82195
2018-05-07 16:06:00	8630330696303481990	1.00000	12.94134	12.92667	13.42357	11.89140	9.99843	63.39256	47.44649	92.38932	93.40776	9.70257
2018-05-07 16:07:00	3590433799317662030	0.00000	7.94910	11.57020	10.43706	8.48994	12.41554	39.63416	38.85520	63.38986	28.50986	41.34957
2018-05-07 16:08:00	8630330696303481214	1.00000	13.15874	6.80588	9.76100	10.92691	12.58277	55.09115	49.34018	88.62918	13.83252	31.18477
2018-05-07 16:09:00	863033069630348297	1.00000	9.60705	8.06581	11.27956	12.51119	12.15630	31.08070	69.89135	99.03897	77.26174	25.69751
2018-05-07 16:10:00	8630330696303481412	1.00000	10.91483	12.26098	14.08446	14.04164	8.29633	67.17621	67.68252	52.29218	39.07281	89.86380
2018-05-07 16:11:00	8630330696303481313	0.00000	7.45433	13.20189	7.68470	11.06262	11.24242	50.87547	64.63202	80.09681	90.79681	96.35708
2018-05-07 16:12:00	863033069630348230	1.00000	13.48517	10.56162	9.72961	13.28294	14.87638	68.02991	73.72331	6.08844	89.93792	99.34115
2018-05-07 16:13:00	8630330696303481735	0.00000	9.95631	12.94478	8.95199	8.97473	14.73208	54.69085	43.69950	72.36190	68.82527	23.20218
2018-05-07 16:14:00	3590433799317661610	1.00000	12.70328	9.53594	13.16901	12.25443	12.22883	48.12570	65.67481	45.71942	22.02518	58.26223
2018-05-07 16:15:00	359043379931766809	1.00000	10.39542	9.21981	6.93613	15.66961	12.71184	43.00184	66.06426	46.85114	84.97573	70.93063
2018-05-07 16:16:00	863033069630348834	1.00000	12.29330	10.92003	11.85485	11.69257	9.11310	55.67679	35.59739	1.01093	93.74105	25.32298
2018-05-07 16:17:00	3590433799317662022	0.00000	13.78077	14.15397	7.47216	7.60060	7.54884	48.27845	50.94622	83.37352	92.19517	9.39744
2018-05-07 16:18:00	3590433799317661156	1.00000	11.09414	10.93172	11.30621	14.31166	12.82834	63.82764	38.51376	74.13560	40.66010	57.50437
2018-05-07 16:19:00	359043379931766346	1.00000	16.90427	8.70931	13.15126	16.46382	14.62848	66.53571	45.49608	84.90364	82.71086	77.31940
2018-05-07 16:20:00	8630330696303481586	1.00000	14.31833	10.92376	14.27468	17.10279	14.97217	51.39357	48.94959	82.51879	54.65577	67.49522
2018-05-07 16:21:00	3590433799317661271	0.00000	10.68999	11.72751	9.68786	6.81783	11.28980	47.55784	37.08620	33.89373	38.06616	15.73353
2018-05-07 16:22:00	3590433799317661545	1.00000	14.80180	10.31617	11.64593	13.08331	10.42655	66.87081	43.78234	23.71396	64.55809	15.24168
2018-05-07 16:23:00	8630330696303482428	1.00000	12.02631	9.46254	14.10820	10.24103	10.69531	82.89933	34.12706	36.48739	90.26978	65.90178
2018-05-07 16:24:00	3590433799317662113	1.00000	13.63100	11.33979	11.47267	13.23105	10.01727	57.75848	43.61115	26.63995	96.70332	67.23967
2018-05-07 16:25:00	8630330696303481172	1.00000	11.62317	11.87809	15.49698	11.24852	7.08392	33.85114	46.48015	83.27854	93.86055	56.90652
2018-05-07 16:26:00	3590433799317661610	0.00000	6.81822	13.44189	7.81849	12.07403	11.81950	69.29800	49.59164	62.70572	67.12310	97.57970
2018-05-07 16:27:00	863033069630348982	1.00000	7.01887	8.05143	5.62923	17.58033	13.78338	58.38758	43.06002	6.18226	24.02076	70.25226
2018-05-07 16:28:00	863033069630348438	1.00000	8.82590	7.84428	10.52197	15.61180	11.14241	71.96608	57.98472	2.48261	38.50521	63.26773
2018-05-07 16:29:00	359043379931766585	1.00000	13.74769	12.58129	8.64857	7.62902	7.17651	45.95842	38.79956	47.31858	53.32840	92.55529
2018-05-07 16:30:00	8630330696303482352	0.00000	10.05753	13.67106	10.08139	8.75573	11.63431	52.21756	65.85808	30.80260	75.64793	89.85077
2018-05-07 16:31:00	3590433799317661800	1.00000	12.88816	7.28441	11.57760	13.86372	13.42103	67.26075	38.09010	11.47010	61.76897	95.96469
2018-05-07 16:32:00	359043379931766015	1.00000	12.30482	7.65289	12.83291	13.39957	13.93939	45.91335	68.64925	69.24947	23.78757	64.39395
2018-05-07 16:33:00	8630330696303481834	1.00000	9.69249	8.56696	12.87317	12.13693	10.18264	58.29057	33.02158	6.60104	19.31075	32.56926
2018-05-07 16:34:00	3590433799317662196	0.00000	11.97360	12.04895	8.47350	9.70078	9.61014	62.18063	62.12237	39.22836	42.27571	83.27861
2018-05-07 16:35:00	359043379931766395	1.00000	8.36542	8.90229	8.80212	14.62531	12.03395	37.88948	41.76133	67.55404	79.10814	26.93557
2018-05-07 16:36:00	3590433799317662063	0.00000	6.56359	12.07250	8.20611	11.86246	14.79879	69.73648	62.88465	89.74060	39.61089	70.06188
2018-05-07 16:37:00	8630330696303481990	0.00000	11.31592	12.30389	11.13292	12.39472	8.02575	61.32558	49.81201	29.48726	6.73776	95.50008
2018-05-07 16:38:00	8630330696303481537	0.00000	14.39294	12.17812	8.74221	8.38983	8.94072	66.77507	48.08965	79.75293	86.58972	56.48392
2018-05-07 16:39:00	3590433799317661941	1.00000	13.10421	11.45918	15.79581	14.13354	11.53596	51.95215	42.87289	60.00533	98.13640	73.52706
2018-05-07 16:40:00	8630330696303482493	0.00000	12.57862	14.08605	8.11974	8.89922	10.19632	65.00824	51.56579	63.41439	94.17666	31.71614
2018-05-07 16:41:00	8630330696303482287	1.00000	15.67323	8.88875	12.44790	15.55808	13.90272	53.42819	36.22448	40.00092	3.25750	19.80736
2018-05-07 16:42:00	359043379931766346	1.00000	8.87710	10.64070	7.49638	12.92443	14.97694	43.83711	53.95702	3.70093	11.72760	78.67240
2018-05-07 16:43:00	3590433799317661503	1.00000	11.29987	13.94387	13.81909	16.86872	7.41666	73.51871	47.57722	61.51515	81.01720	98.28395
2018-05-07 16:44:00	863033069630348644	1.00000	8.10414	10.30799	12.50628	10.17705	14.15061	60.98123	44.40737	83.16932	7.18673	98.63587
2018-05-07 16:45:00	359043379931766502	1.00000	9.01371	9.66902	11.45251	12.59590	12.54725	30.94968	51.61002	6.66894	52.59334	73.20778
2018-05-07 16:46:00	8630330696303482352	0.00000	10.06362	15.63995	8.30786	6.30376	16.10167	50.79154	53.83765	25.63265	76.00058	85.94111
2018-05-07 16:47:00	863033069630348776	1.00000	8.10274	5.93675	8.25872	13.56997	12.05542	72.24546	69.32152	36.72137	79.40263	1.58276
2018-05-07 16:48:00	863033069630348701	1.00000	10.23374	10.86212	11.88131	10.90398	8.77414	66.62807	47.37868	54.08042	35.66431	98.84002
2018-05-07 16:49:00	863033069630348040	1.00000	11.80734	5.65595	14.73101	9.43408	16.34889	73.33583	51.26673	45.77305	98.26116	55.17739
2018-05-07 16:50:00	3590433799317661297	1.00000	7.29909	7.43241	8.39435	13.18001	14.86894	30.58836	40.43616	58.32395	52.02720	67.77225
2018-05-07 16:51:00	863033069630348891	0.00000	8.73623	12.74085	8.96491	9.25417	11.82731	42.57731	28.14372	10.46777	58.58446	94.34424
2018-05-07 16:52:00	359043379931766098	0.00000	14.18522	9.95127	7.61354	9.22695	10.77158	54.57445	59.77728	60.12673	81.23741	49.76465
2018-05-07 16:53:00	3590433799317662360	0.00000	14.64823	10.99493	8.17722	6.96995	9.44548	49.97357	59.91029	27.25413	1.26921	96.52344
2018-05-07 16:54:00	359043379931766809	0.00000	12.39828	11.77740	8.79931	10.38948	9.06696	63.75934	69.39914	25.18923	38.48569	45.05986
2018-05-07 16:55:00	863033069630348834	0.00000	8.78789	11.67332	7.85618	11.29993	15.47493	72.65606	70.06099	24.76029	1.73992	87.52104
2018-05-07 16:56:00	359043379931766437	1.00000	10.76606	7.72206	6.45703	15.80680	14.10594	58.37108	45.55638	68.16699	18.55903	66.29249
2018-05-07 16:57:00	8630330696303481958	0.00000	10.22899	11.89555	11.56208	9.62360	9.59497	68.76339	31.95828	87.77102	72.97435	62.66561
2018-05-07 16:58:00	3590433799317661008	1.00000	10.59761	11.56206	11.22201	9.13608	10.93002	39.10294	37.23587	65.77807	96.58726	21.17526
2018-05-07 16:59:00	863033069630348651	0.00000	10.56618	13.51109	10.12991	7.23962	7.55298	43.76461	39.97424	54.77712	2.44808	28.34969
2018-05-07 17:00:00	8630330696303481321	0.00000	13.89106	14.32140	10.07242	7.59265	8.03096	67.92054	47.19300	11.40037	51.90475	95.95104
2018-05-07 17:01:00	863033069630348453	1.00000	17.27611	9.01449	11.41663	14.34719	16.31292	51.51476	25.68171	24.87022	33.91285	65.15782
2018-05-07 17:02:00	359043379931766627	1.00000	12.11191	11.18844	12.67635	11.85062	11.49469	52.19613	64.63892	28.84440	64.03538	49.22388
2018-05-07 17:03:00	8630330696303482386	1.00000	11.13393	11.17319	13.49255	12.18609	13.66500	63.78396	45.47811	44.03588	0.21150	49.03426
2018-05-07 17:04:00	8630330696303481628	1.00000	11.85321	11.23371	11.60787	12.16433	12.37581	49.14090	40.54865	6.33607	29.05335	31.68815
2018-05-07 17:05:00	3590433799317661206	1.00000	11.97493	10.22627	15.99874	11.50441	13.96585	68.05438	41.80185	14.66760	48.07913	71.22415
2018-05-07 17:06:00	8630330696303482287	0.00000	13.20621	15.64484	8.02835	10.38151	6.55034	77.27483	38.84039	26.59468	69.66840	86.03650
2018-05-07 17:07:00	8630330696303482170	1.00000	8.22626	8.78873	17.93121	7.47608	9.87474	59.86613	39.42727	46.22380	77.27345	35.97400
2018-05-07 17:08:00	3590433799317661412	1.00000	11.48069	6.45278	6.13314	12.76014	15.15214	64.94518	56.94604	62.71524	12.94997	14.52653
2018-05-07 17:09:00	3590433799317661602	0.00000	7.57298	15.81895	4.34459	8.27881	15.27456	52.56079	31.32388	33.59623	34.64720	46.47906
2018-05-07 17:10:00	359043379931766064	0.00000	7.26216	12.81467	8.92930	11.02036	9.87220	62.09218	64.73748	55.91379	85.30154	95.63812
2018-05-07 17:11:00	8630330696303482055	1.00000	5.72020	11.78435	10.50961	13.42859	12.24057	41.81345	66.54083	23.79652	41.14433	88.96640
2018-05-07 17:12:00	8630330696303481073	1.00000	12.22098	10.24882	7.72727	14.24885	14.01242	62.31168	63.40268	65.29297	77.73703	23.90930
2018-05-07 17:13:00	863033069630348230	1.00000	8.23936	12.01462	14.23696	9.44697	6.90124	82.92065	25.79118	34.89636	22.04338	78.12060
2018-05-07 17:14:00	3590433799317661057	1.00000	14.26250	11.61710	11.33843	14.51301	11.76938	46.57742	32.61051	17.71995	81.93040	53.19091
2018-05-07 17:15:00	3590433799317662170	0.00000	7.90430	12.68482	8.04846	9.97273	10.43926	45.36286	39.31132	66.82275	74.14198	87.45813
2018-05-07 17:16:00	8630330696303481784	1.00000	15.94229	6.95679	11.09543	10.92799	12.18522	62.91556	50.68416	14.68932	53.77011	59.66691
2018-05-07 17:17:00	359043379931766478	0.00000	13.35120	12.52048	8.15331	12.08897	10.93322	62.29573	40.38151	26.49065	79.61353	46.71519
2018-05-07 17:18:00	8630330696303482402	1.00000	11.71639	12.20038	14.85926	14.94069	11.87679	69.37539	37.42266	98.68016	41.60429	66.65661
2018-05-07 17:19:00	359043379931766650	0.00000	15.86217	11.69323	13.69335	11.09921	8.03033	40.32526	74.74884	91.87177	27.42842	96.67667
2018-05-07 17:20:00	3590433799317662345	0.00000	8.72627	13.73948	8.25871	11.06667	14.31694	71.11857	40.98190	37.44073	22.48771	2.94054
2018-05-07 17:21:00	863033069630348008	1.00000	12.69174	11.15068	10.50470	12.57897	10.82551	56.72739	44.67173	50.07053	13.67072	5.27563
